ST_CASE,WEATHERNAME
190156,Clear
190157,Clear
190158,Clear
190159,Clear
190160,Clear
190161,Clear
190162,Clear
190163,Clear
190164,Clear
190165,Clear
190166,Clear
190167,Clear
190168,Clear
190169,Clear
190170,Clear
190171,Clear
190172,Clear
190173,Clear
190174,Clear
190175,Clear
190176,Clear
190177,Clear
190178,Clear
190179,Clear
190180,Clear
190181,Clear
190182,Clear
190183,Clear
190184,Clear
190185,Cloudy
190186,Clear
190187,Clear
190188,Clear
190189,Cloudy
190190,Clear
190191,Clear
190192,Clear
190193,Clear
190194,Clear
190195,Clear
190196,Rain
190197,Clear
190198,Clear
190199,Clear
190200,Clear
190201,Clear
190202,Clear
190203,Clear
190204,Clear
190205,"Fog, Smog, Smoke"
190206,Clear
190207,Clear
190208,Clear
190209,Clear
190210,Clear
190211,Clear
190212,Clear
190213,Clear
190214,Clear
190215,Clear
190216,Clear
190217,Clear
190218,Clear
190219,Clear
190221,Clear
190222,Clear
190223,Clear
190224,Clear
190225,"Fog, Smog, Smoke"
190226,Clear
190227,Clear
190228,Clear
190229,Rain
190229,Cloudy
190230,Rain
190231,Clear
190232,Cloudy
190233,Clear
190234,Clear
190235,Clear
190236,Cloudy
190237,Rain
190238,Clear
190239,Clear
190240,Clear
190241,Cloudy
190242,Clear
190243,Clear
190244,Clear
190245,Clear
190246,Clear
190247,Clear
190248,Clear
190249,Clear
190250,Clear
190251,Clear
190252,Rain
190252,Cloudy
190253,Clear
190254,Clear
190255,Cloudy
190256,Severe Crosswinds
190256,Freezing Rain or Drizzle
190257,Cloudy
190258,Clear
190259,Clear
190260,Rain
190261,Clear
190262,Clear
190263,Clear
190264,Clear
190265,Rain
190266,Clear
190267,Cloudy
190268,Clear
190269,Clear
190270,Cloudy
190271,Clear
190272,Clear
190273,Cloudy
190274,Clear
190275,Clear
190276,Clear
190277,Cloudy
190278,Clear
190279,Clear
190280,Clear
190281,Cloudy
190282,Cloudy
190283,Cloudy
190285,Clear
190286,Cloudy
190287,Clear
190288,Clear
190289,Clear
190290,Clear
190291,Clear
190292,Clear
190293,Clear
190294,Clear
190295,Clear
190296,Clear
190297,Cloudy
190298,Clear
190299,Clear
190300,Clear
190301,Clear
190302,Rain
190303,Clear
190304,Clear
190305,Cloudy
190306,Cloudy
190307,Clear
190308,Clear
190309,Clear
190310,Clear
190311,Severe Crosswinds
190312,Cloudy
190313,Cloudy
190314,Cloudy
190315,Clear
190316,Other
190317,Clear
190318,Clear
190319,Reported as Unknown
190320,Clear
190321,Cloudy
190322,Clear
190323,Freezing Rain or Drizzle
190324,Clear
190325,Clear
190326,Cloudy
190327,Clear
190328,Clear
190329,Clear
190330,Clear
190331,Clear
190332,Clear
190333,Clear
200001,Clear
200002,Not Reported
200003,Not Reported
200004,Clear
200005,Not Reported
200006,Clear
200007,Not Reported
200008,Not Reported
200009,Not Reported
200010,Cloudy
200011,Clear
200012,Not Reported
200013,Clear
200014,Clear
200015,Not Reported
200016,Clear
200017,Not Reported
200018,Cloudy
200019,Clear
200020,Not Reported
200021,Not Reported
200022,Not Reported
200023,Not Reported
200024,Clear
200025,Rain
200026,Cloudy
200027,Clear
200028,Snow
200029,Clear
200030,Not Reported
200031,Not Reported
200032,Clear
200033,Not Reported
200034,Cloudy
200035,Not Reported
200036,Not Reported
200037,Not Reported
200038,Not Reported
200039,Rain
200040,Not Reported
200041,Not Reported
200042,Not Reported
200043,Clear
200044,Clear
200045,Not Reported
200046,Not Reported
200047,Not Reported
200048,Not Reported
200049,Not Reported
200050,Not Reported
200051,Clear
200052,Not Reported
200053,Severe Crosswinds
200054,Cloudy
200055,Clear
200056,Not Reported
200057,Not Reported
200058,Not Reported
200059,Not Reported
200060,Not Reported
200061,Clear
200062,Not Reported
200063,Not Reported
200064,Rain
200065,Clear
200066,Clear
200067,Not Reported
200068,Rain
200069,Clear
200070,Not Reported
200071,Not Reported
200072,Clear
200073,Not Reported
200074,Not Reported
200075,Not Reported
200076,Not Reported
200077,Not Reported
200078,Clear
200079,Not Reported
200080,Not Reported
200081,Cloudy
200082,Not Reported
200083,Clear
200084,Not Reported
200085,Not Reported
200086,Not Reported
200087,Cloudy
200088,Not Reported
200089,Clear
200090,Not Reported
200091,Cloudy
200092,Not Reported
200093,Not Reported
200094,Clear
200095,Not Reported
200096,Cloudy
200097,Cloudy
200098,Not Reported
200099,Rain
200101,Not Reported
200102,Not Reported
200103,Not Reported
200104,Not Reported
200105,Not Reported
200106,Clear
200107,Clear
200108,Not Reported
200110,Not Reported
200111,Cloudy
200112,Rain
200113,Rain
200114,Not Reported
200115,Not Reported
200117,Not Reported
200118,Clear
200119,Not Reported
200120,Not Reported
200121,Not Reported
200122,Not Reported
200123,Not Reported
200124,Not Reported
200127,Not Reported
200128,Cloudy
200129,Not Reported
200130,Not Reported
200131,Clear
200132,Not Reported
200133,Cloudy
200134,Clear
200135,Not Reported
200136,Clear
200137,Not Reported
200138,Clear
200139,Not Reported
200140,Not Reported
200141,Not Reported
200142,Rain
200143,Clear
200144,Clear
200145,Cloudy
200146,Not Reported
200147,Not Reported
200148,Not Reported
200149,Not Reported
200150,Not Reported
200151,Cloudy
200152,Clear
200153,Clear
200154,Not Reported
200155,Clear
200156,Not Reported
200157,Clear
200158,Cloudy
200159,Not Reported
200160,"Blowing Sand, Soil, Dirt"
200161,Not Reported
200162,Not Reported
200163,Not Reported
200164,Not Reported
200165,Not Reported
200167,Rain
200168,Cloudy
200169,Not Reported
200170,Clear
200172,Clear
200173,Not Reported
200174,Not Reported
200175,Not Reported
200176,Not Reported
200177,Not Reported
200178,Rain
200179,Not Reported
200180,Not Reported
200181,Not Reported
200182,Not Reported
200184,Not Reported
200186,Not Reported
200187,Clear
200188,Not Reported
200189,Not Reported
200190,Not Reported
200191,Not Reported
200192,Not Reported
200193,Not Reported
200194,Not Reported
200195,Not Reported
200196,Not Reported
200197,Not Reported
200198,Not Reported
200199,Cloudy
200200,Not Reported
200201,Not Reported
200203,Rain
200204,Clear
200205,Clear
200206,Clear
200207,Cloudy
200209,Clear
200210,Not Reported
200211,Not Reported
200212,Not Reported
200213,Not Reported
200215,Not Reported
200216,Clear
200217,Not Reported
200218,Cloudy
200219,Not Reported
200220,Not Reported
200221,Not Reported
200222,Rain
200223,Not Reported
200225,Rain
200226,Not Reported
200227,Cloudy
200228,Clear
200229,Not Reported
200230,Not Reported
200231,Clear
200232,Not Reported
200233,Not Reported
200234,Not Reported
200236,Clear
200237,Clear
200239,Not Reported
200240,Clear
200241,Cloudy
200242,Not Reported
200243,Not Reported
200244,Clear
200245,Not Reported
200246,Not Reported
200247,Not Reported
200248,Clear
200249,Not Reported
200250,Not Reported
200251,Snow
200252,Not Reported
200253,Not Reported
200254,Not Reported
200255,Clear
200256,Not Reported
200257,"Blowing Sand, Soil, Dirt"
200258,Not Reported
200259,Clear
200260,Cloudy
200261,Cloudy
200262,Not Reported
200263,Not Reported
200264,Clear
200265,Not Reported
200266,Clear
200267,Cloudy
200268,Clear
200269,Clear
200270,Not Reported
200271,Cloudy
200272,Clear
200273,"Fog, Smog, Smoke"
200274,Severe Crosswinds
200274,Cloudy
200275,Not Reported
200276,Cloudy
200277,Rain
200278,Not Reported
200279,Clear
200280,Not Reported
200281,Not Reported
200282,Not Reported
200283,Clear
200284,Clear
200285,Not Reported
200286,Not Reported
200287,Clear
200288,Not Reported
200289,Not Reported
200290,Not Reported
200291,Clear
200292,Not Reported
200293,Not Reported
200294,Clear
200295,Cloudy
200296,Clear
200297,Not Reported
200298,Clear
200299,Not Reported
200300,Not Reported
200301,Clear
200302,Not Reported
200303,Not Reported
200304,Not Reported
200305,Not Reported
200306,Not Reported
200307,Not Reported
200308,Rain
200308,Cloudy
200309,Not Reported
200310,Clear
200311,Not Reported
200312,Not Reported
200313,Not Reported
200314,Not Reported
200315,Not Reported
200316,Not Reported
200317,Not Reported
200319,Cloudy
200320,Clear
200321,Not Reported
200322,Clear
200323,Not Reported
200324,Not Reported
200325,Not Reported
200326,Not Reported
200327,"Blowing Sand, Soil, Dirt"
200328,Not Reported
200329,"Fog, Smog, Smoke"
200330,Not Reported
200331,Not Reported
200332,Not Reported
200333,Not Reported
200336,Not Reported
200337,Not Reported
200338,Rain
200339,Not Reported
200341,Severe Crosswinds
200342,Clear
200343,Not Reported
200344,Not Reported
200345,Not Reported
200346,Not Reported
200347,Not Reported
200348,Not Reported
200349,Not Reported
200350,Not Reported
200351,Not Reported
200352,Not Reported
200353,Not Reported
200354,Rain
200355,Cloudy
200356,Not Reported
200357,Not Reported
200358,Not Reported
200359,Not Reported
200360,Clear
200361,Clear
200362,Cloudy
200363,Not Reported
200364,Clear
200365,Not Reported
200366,Not Reported
200367,Not Reported
200368,Not Reported
200369,Clear
200370,Clear
200371,Not Reported
200372,"Blowing Sand, Soil, Dirt"
200373,Cloudy
200374,Clear
200375,Not Reported
200376,Not Reported
200378,Not Reported
200379,Not Reported
200380,Not Reported
200381,Not Reported
200382,Not Reported
200383,Not Reported
200384,Not Reported
200385,Not Reported
200386,Clear
200387,Not Reported
200389,Not Reported
200390,Not Reported
200392,Not Reported
200393,Not Reported
200394,Not Reported
200395,Not Reported
200396,Clear
200397,Rain
200397,Severe Crosswinds
200398,Not Reported
200399,Not Reported
200400,Severe Crosswinds
200401,Not Reported
200402,Not Reported
210001,Rain
210002,Clear
210003,Clear
210004,Cloudy
210005,Clear
210006,Clear
210007,Clear
210008,Cloudy
210009,Clear
210010,Clear
210011,Cloudy
210012,Cloudy
210013,Clear
210014,Cloudy
210015,Cloudy
210016,Clear
210017,Snow
210018,Clear
210019,Snow
210020,Clear
210021,Clear
210022,Clear
210023,Not Reported
210024,Not Reported
210025,Cloudy
210026,Rain
210027,Rain
210028,Clear
210029,Rain
210030,Cloudy
210031,Clear
210032,Clear
210033,Rain
210034,"Fog, Smog, Smoke"
210035,Clear
210036,Clear
210037,Clear
210038,Cloudy
210039,Clear
210040,Clear
210041,Clear
210042,Cloudy
210043,Cloudy
210044,Snow
210045,Clear
210046,Cloudy
210047,Snow
210048,Clear
210049,Clear
210050,Clear
210051,Clear
210052,Clear
210053,Cloudy
210054,Cloudy
210055,Clear
210056,Cloudy
210057,Cloudy
210058,Clear
210059,Cloudy
210060,Snow
210061,Not Reported
210062,Clear
210063,Clear
210064,Snow
210065,Clear
210066,Cloudy
210067,Clear
210068,Rain
210069,Cloudy
210070,Clear
210071,Not Reported
210072,Cloudy
210073,Not Reported
210074,Cloudy
210075,Clear
210076,Clear
210077,Clear
210079,Not Reported
210080,Cloudy
210081,Clear
210082,Snow
210083,Cloudy
210084,Snow
210085,Cloudy
210086,Rain
210088,Clear
210089,Cloudy
210090,Rain
210091,Clear
210092,Clear
210093,Clear
210094,Clear
210095,Clear
210096,Clear
210097,Clear
210098,Clear
210099,Clear
210100,Clear
210101,Clear
210102,Cloudy
210103,Clear
210104,Clear
210105,Clear
210106,Cloudy
210107,Clear
210108,Clear
210109,Rain
210110,Rain
210111,Rain
210112,Clear
210113,Clear
210114,Clear
210115,Clear
210116,Clear
210117,Cloudy
210118,Cloudy
210119,Rain
210121,Clear
210122,Clear
210123,Cloudy
210124,Cloudy
210125,Clear
210127,Clear
210128,Cloudy
210129,Clear
210130,Clear
210131,Rain
210132,Clear
210133,Clear
210134,Clear
210135,Cloudy
210136,Rain
210137,Clear
210138,Cloudy
210139,Not Reported
210140,Clear
210141,Clear
210142,Clear
210143,Clear
210144,Cloudy
210145,Clear
210146,Clear
210147,Clear
210148,Clear
210149,Clear
210150,Clear
210151,Clear
210152,Clear
210154,Clear
210155,Clear
210156,Clear
210157,Clear
210158,Cloudy
210159,Cloudy
210160,Clear
210161,Rain
210162,Clear
210163,Clear
210164,Clear
210165,Clear
210166,Clear
210167,Clear
210168,Clear
210169,Clear
210170,Clear
210171,Clear
210172,Clear
210173,Clear
210174,Cloudy
210175,Cloudy
210176,Clear
210177,Clear
210178,Clear
210179,Clear
210180,Rain
210181,Cloudy
210182,Clear
210183,Clear
210184,Clear
210185,Clear
210186,Clear
210187,Rain
210188,Rain
210189,Clear
210190,Clear
210191,Clear
210192,Clear
210193,Cloudy
210194,Clear
210195,Rain
210196,Clear
210197,Snow
210198,Clear
210199,Clear
210200,Rain
210201,Clear
210202,Clear
210203,Clear
210204,Rain
210205,Clear
210206,Clear
210207,Clear
210208,Cloudy
210209,Clear
210210,Clear
210211,Cloudy
210212,Cloudy
210213,Cloudy
210214,Rain
210215,Cloudy
210216,Clear
210217,"Fog, Smog, Smoke"
210218,"Blowing Sand, Soil, Dirt"
210219,Clear
210220,Clear
210221,Clear
210222,Clear
210223,Cloudy
210224,Clear
210225,Clear
210227,Rain
210228,Clear
210229,Clear
210230,Clear
210231,Clear
210232,Clear
210233,Clear
210234,Clear
210235,Rain
210236,Clear
210237,Cloudy
210238,Clear
210239,Clear
210240,Clear
210241,"Fog, Smog, Smoke"
210242,Cloudy
210243,Rain
210244,Clear
210245,Clear
210246,Cloudy
210247,Clear
210248,Clear
210249,Clear
210250,Clear
210251,Other
210252,Clear
210253,Clear
210254,Clear
210255,Clear
210256,Rain
210257,Clear
210258,Cloudy
210259,Rain
210260,Clear
210261,Clear
210262,Clear
210263,Clear
210264,Clear
210265,Clear
210266,Cloudy
210267,Clear
210268,Cloudy
210269,Rain
210270,Rain
210271,Rain
210272,Cloudy
210273,Rain
210274,Clear
210275,Clear
210276,Clear
210277,Clear
210278,Clear
210279,Cloudy
210280,Rain
210281,Cloudy
210282,Cloudy
210283,Clear
210284,Clear
210285,Rain
210286,Cloudy
210287,Clear
210288,Cloudy
210289,Clear
210290,Clear
210291,Clear
210292,Clear
210293,Clear
210294,Clear
210295,Clear
210296,Clear
210297,Clear
210298,Clear
210299,Clear
210300,Clear
210301,Clear
210302,Rain
210303,Clear
210304,Clear
210305,Clear
210306,Clear
210307,Clear
210308,Clear
210309,Clear
210310,Cloudy
210311,Clear
210312,Clear
210313,Clear
210314,Clear
210315,Clear
210316,Clear
210317,Clear
210319,Cloudy
210320,Cloudy
210321,Clear
210322,Clear
210323,Clear
210324,Clear
210325,Clear
210326,Rain
210327,Cloudy
210328,Clear
210329,Clear
210330,Cloudy
210331,Clear
210332,Cloudy
210333,Cloudy
210334,Clear
210335,Cloudy
210336,Clear
210337,Cloudy
210338,Clear
210339,Clear
210340,Clear
210341,Cloudy
210342,Clear
210343,Clear
210344,Clear
210345,Clear
210346,Clear
210347,Clear
210348,Clear
210349,Clear
210350,Clear
210351,Clear
210352,Clear
210353,Rain
210354,Cloudy
210355,Rain
210356,Clear
210357,Clear
210358,Cloudy
210359,Rain
210360,Clear
210361,Clear
210362,Clear
210363,Cloudy
210364,Clear
210365,Cloudy
210366,Cloudy
210367,Clear
210368,Clear
210369,Clear
210370,Clear
210371,Clear
210372,Cloudy
210373,Clear
210374,Rain
210375,Clear
210376,Clear
210377,Clear
210378,Clear
210379,Clear
210380,Clear
210381,Clear
210382,Clear
210383,Clear
210384,Clear
210385,Clear
210386,Clear
210387,Cloudy
210388,Cloudy
210389,Clear
210390,Clear
210391,Clear
210392,Clear
210393,Cloudy
210394,Clear
210395,Clear
210396,Clear
210397,Clear
210398,Clear
210399,Clear
210400,Clear
210401,Clear
210403,Clear
210404,Clear
210405,Clear
210406,Clear
210407,Clear
210408,Clear
210409,Rain
210410,Clear
210411,Clear
210412,Clear
210413,Clear
210414,Cloudy
210415,Clear
210416,Clear
210417,Cloudy
210418,Rain
210419,Clear
210420,Clear
210421,Rain
210422,Clear
210423,Clear
210424,Clear
210425,Cloudy
210426,Clear
210427,Clear
210428,Cloudy
210429,Clear
210430,Clear
210431,Clear
210432,Clear
210433,Clear
210434,Clear
210435,Clear
210436,Clear
210437,Clear
210438,Clear
210439,Cloudy
210440,Clear
210441,Clear
210442,Clear
210443,Cloudy
210444,Clear
210445,Cloudy
210446,Clear
210447,Rain
210448,Cloudy
210449,Rain
210450,Rain
210451,Clear
210452,Cloudy
210453,Clear
210454,Clear
210455,Clear
210456,Clear
210457,Clear
210458,"Fog, Smog, Smoke"
210459,Clear
210460,Rain
210461,Clear
210462,Clear
210463,Clear
210464,Clear
210465,Clear
210466,Clear
210467,Clear
210468,Cloudy
210469,Clear
210470,Cloudy
210471,Clear
210472,Clear
210473,Clear
210474,Clear
210475,Cloudy
210476,Clear
210477,Clear
210478,Cloudy
210479,Clear
210480,Clear
210481,Clear
210482,Rain
210483,"Fog, Smog, Smoke"
210484,Clear
210485,Clear
210486,Clear
210487,Clear
210488,Rain
210489,Clear
210490,Rain
210491,Clear
210493,Clear
210494,Clear
210495,Clear
210496,Clear
210497,Clear
210498,Clear
210499,Rain
210500,Clear
210501,Clear
210502,Clear
210503,Other
210504,"Fog, Smog, Smoke"
210505,Clear
210506,Clear
210507,Clear
210508,Clear
210509,Rain
210510,Cloudy
210511,Cloudy
210512,Cloudy
210513,Cloudy
210514,Clear
210515,Clear
210516,Rain
210517,Clear
210518,Clear
210519,Clear
210520,Clear
210521,Clear
210522,Cloudy
210523,Clear
210524,Clear
210525,Clear
210526,Rain
210527,Clear
210528,Clear
210529,Clear
210530,Clear
210531,Clear
210532,Clear
210533,Clear
210534,Cloudy
210535,Clear
210536,Clear
210537,Rain
210538,Clear
210539,Clear
210540,Rain
210541,Rain
210542,Clear
210543,Clear
210544,Clear
210545,Clear
210546,Clear
210547,Clear
210548,Cloudy
210549,Cloudy
210550,Clear
210551,Clear
210552,Clear
210553,Clear
210554,Clear
210555,Clear
210556,Clear
210557,Clear
210558,Clear
210559,Clear
210560,Clear
210561,Clear
210562,Clear
210563,Clear
210564,Clear
210565,Clear
210566,Cloudy
210567,Cloudy
210568,Cloudy
210569,Clear
210570,Clear
210571,Cloudy
210572,Clear
210573,Cloudy
210574,Clear
210575,Cloudy
210576,Cloudy
210577,Cloudy
210578,Clear
210579,Clear
210580,Cloudy
210581,Cloudy
210582,Clear
210583,Clear
210584,Clear
210585,Clear
210586,Cloudy
210587,Clear
210588,Clear
210589,Clear
210590,Clear
210591,Clear
210592,Cloudy
210593,Clear
210594,Rain
210595,Clear
210596,Clear
210597,Cloudy
210598,Rain
210599,Cloudy
210600,Cloudy
210601,Clear
210602,Cloudy
210603,Clear
210604,Cloudy
210605,Clear
210606,Clear
210607,Clear
210608,Clear
210609,"Fog, Smog, Smoke"
210610,Cloudy
210611,Clear
210612,Clear
210613,Clear
210614,Clear
210615,Clear
210616,Clear
210617,Clear
210618,Clear
210619,Clear
210620,Clear
210621,Clear
210622,Cloudy
210623,Clear
210624,Clear
210625,Rain
210626,Clear
210627,"Fog, Smog, Smoke"
210628,Cloudy
210629,Clear
210630,Rain
210631,Rain
210632,Cloudy
210633,Clear
210634,Clear
210635,Cloudy
210636,Rain
210637,Clear
210638,Clear
210639,Clear
210640,Rain
210641,Clear
210642,Clear
210643,Clear
210644,Clear
210645,Rain
210646,Not Reported
210647,Clear
210648,Rain
210649,Clear
210650,Clear
210651,Cloudy
210652,Clear
210653,Clear
210654,Rain
210655,Clear
210656,Cloudy
210657,Clear
210658,Clear
210659,Clear
210660,Clear
210661,Clear
210662,Clear
210663,Clear
210664,Clear
210665,"Fog, Smog, Smoke"
210666,Clear
210667,Clear
210668,Clear
210669,Clear
210670,Clear
210671,Clear
210672,Cloudy
210673,Clear
210674,Clear
210675,Clear
210676,Cloudy
210677,Cloudy
210678,Clear
210679,Cloudy
210680,Clear
210681,Clear
210682,Clear
210683,Rain
210684,Rain
210685,Cloudy
210686,Rain
210687,Rain
210688,Cloudy
210689,Clear
210690,Clear
210691,Clear
210692,Cloudy
210693,Clear
210694,Clear
210695,Cloudy
210696,Cloudy
210697,Clear
210698,Clear
210699,Cloudy
210700,Clear
210701,Clear
210702,Clear
210703,Clear
210704,Clear
210705,Clear
210706,"Fog, Smog, Smoke"
210707,Clear
210708,Clear
210709,Cloudy
210710,Clear
210711,Clear
210712,Clear
210713,Clear
210714,Rain
210715,Clear
210716,Clear
210717,Clear
210718,Clear
210719,Clear
210720,"Fog, Smog, Smoke"
210721,Rain
210722,Clear
210723,Clear
210724,Cloudy
210725,Clear
210726,Clear
210727,Clear
210728,Cloudy
210729,Clear
210730,Clear
210731,Cloudy
210732,Clear
210733,Rain
210734,Clear
210735,Clear
210736,Clear
210737,Clear
210738,Clear
210739,Cloudy
210740,Clear
210741,Clear
210742,Cloudy
210743,Cloudy
220001,Clear
220002,Cloudy
220003,Cloudy
220004,Clear
220005,Clear
220006,Clear
220007,Clear
220008,Clear
220009,Clear
220010,Clear
220011,Clear
220012,Clear
220013,Clear
220014,Clear
220015,Clear
220016,Clear
220017,Clear
220018,Clear
220019,Clear
220020,Clear
220021,Clear
220022,Clear
220023,Clear
220024,Clear
220025,Clear
220026,Clear
220027,Clear
220028,Cloudy
220029,Clear
220030,Rain
220031,Cloudy
220032,Clear
220033,Clear
220034,"Fog, Smog, Smoke"
220035,Cloudy
220036,Cloudy
220037,Cloudy
220038,Clear
220039,Clear
220040,Cloudy
220041,Clear
220042,Clear
220043,Clear
220044,Clear
220045,Cloudy
220046,Clear
220047,Clear
220048,Cloudy
220049,Clear
220050,Clear
220051,Clear
220052,Clear
220053,Clear
220054,Clear
220055,Clear
220056,Clear
220057,Clear
220058,Clear
220059,Clear
220060,Clear
220061,Clear
220062,Clear
220063,Clear
220064,Clear
220065,Cloudy
220066,Clear
220067,Clear
220068,Rain
220069,Cloudy
220070,Clear
220071,Clear
220072,Clear
220073,Clear
220074,Clear
220075,Clear
220076,Rain
220077,Rain
220078,Clear
220079,Clear
220080,Clear
220081,Clear
220082,Cloudy
220083,Clear
220085,Clear
220086,Clear
220087,Clear
220088,Clear
220089,Clear
220090,Clear
220091,Clear
220092,Clear
220093,Cloudy
220094,Clear
220095,Clear
220096,Clear
220097,Clear
220099,Clear
220100,Clear
220101,Clear
220102,Clear
220103,Clear
220104,Clear
220105,Clear
220107,Clear
220108,Cloudy
220109,Clear
220110,Clear
220111,Clear
220112,Clear
220113,Clear
220114,Cloudy
220115,Clear
220116,Clear
220117,Cloudy
220118,Clear
220119,Clear
220120,Clear
220121,Clear
220122,Cloudy
220123,Clear
220124,Clear
220125,Clear
220126,Clear
220127,Rain
220128,Clear
220129,Rain
220130,Clear
220131,Clear
220132,Reported as Unknown
220133,Clear
220134,Clear
220135,Cloudy
220136,Clear
220137,Clear
220138,Clear
220139,Cloudy
220140,Clear
220141,Clear
220142,Clear
220143,Clear
220144,Clear
220145,Clear
220146,Clear
220147,Rain
220148,Rain
220149,Clear
220150,Clear
220151,Cloudy
220152,Clear
220153,Clear
220154,Clear
220155,Rain
220156,Rain
220157,Cloudy
220158,Clear
220159,Clear
220160,Rain
220161,Clear
220162,Clear
220163,Cloudy
220164,Cloudy
220165,Clear
220166,Clear
220167,Clear
220168,Rain
220169,Reported as Unknown
220170,Rain
220171,Cloudy
220172,Clear
220173,Clear
220174,Cloudy
220175,Clear
220176,Clear
220177,Cloudy
220178,Cloudy
220179,Clear
220180,Clear
220181,Clear
220182,Clear
220183,Clear
220184,Clear
220185,Cloudy
220186,Reported as Unknown
220187,Rain
220188,Rain
220189,Cloudy
220190,Clear
220191,Clear
220192,Clear
220193,Clear
220194,Clear
220195,Clear
220196,Clear
220197,Clear
220198,Clear
220199,Clear
220200,Clear
220201,Clear
220202,Clear
220203,Cloudy
220204,Cloudy
220205,Clear
220206,Clear
220207,Rain
220208,Clear
220209,Clear
220210,Clear
220211,Clear
220212,Clear
220213,Clear
220214,Clear
220215,Rain
220216,Clear
220217,Clear
220218,Clear
220219,Cloudy
220220,Clear
220221,Clear
220222,Clear
220223,Rain
220224,Rain
220225,Cloudy
220226,Cloudy
220227,Cloudy
220228,Cloudy
220229,Clear
220230,Clear
220231,Clear
220232,Clear
220233,Clear
220234,Clear
220235,Clear
220236,Clear
220237,Cloudy
220238,Clear
220239,Cloudy
220240,Rain
220241,Clear
220242,Clear
220243,Cloudy
220244,Clear
220245,Clear
220246,Cloudy
220247,Clear
220248,Clear
220249,Clear
220250,Clear
220251,Clear
220252,Rain
220253,Rain
220254,Clear
220255,Cloudy
220256,Clear
220257,Clear
220258,Clear
220259,Clear
220260,Clear
220261,Clear
220262,Clear
220263,Cloudy
220264,Clear
220265,Cloudy
220266,Clear
220267,Clear
220268,Clear
220269,Clear
220270,Clear
220271,Rain
220272,Clear
220273,Rain
220274,Clear
220275,Clear
220276,Cloudy
220277,Rain
220278,Rain
220279,Rain
220280,Clear
220281,Clear
220282,Clear
220283,Cloudy
220284,Cloudy
220285,Rain
220286,Clear
220287,Clear
220288,Clear
220290,Clear
220291,Cloudy
220292,Clear
220293,Clear
220294,Rain
220295,Cloudy
220296,Cloudy
220297,Cloudy
220299,Clear
220300,Clear
220301,Clear
220302,Rain
220303,Clear
220304,Cloudy
220305,Clear
220306,Clear
220307,Clear
220308,Cloudy
220309,Clear
220310,Clear
220311,Clear
220312,Clear
220313,Clear
220314,Rain
220315,Clear
220316,Clear
220317,Cloudy
220318,Clear
220319,Clear
220320,Clear
220321,Clear
220322,Clear
220323,Rain
220324,Clear
220325,Cloudy
220326,Clear
220327,Clear
220328,Clear
220329,Cloudy
220330,Clear
220331,Clear
220332,Clear
220333,Cloudy
220334,Clear
220335,Rain
220336,Clear
220337,Rain
220338,Clear
220339,Clear
220340,Clear
220341,Rain
220342,Clear
220343,Rain
220344,Clear
220345,Clear
220346,Clear
220347,Clear
220348,Clear
220349,Clear
220351,Clear
220352,Cloudy
220353,Cloudy
220354,Clear
220355,Clear
220356,Cloudy
220357,Clear
220358,Clear
220359,Clear
220360,Clear
220361,Clear
220362,Clear
220363,Clear
220364,Clear
220365,Clear
220366,Clear
220367,Cloudy
220368,Clear
220369,Rain
220370,Cloudy
220372,Clear
220373,Clear
220374,Rain
220375,Cloudy
220376,Clear
220377,Clear
220378,Cloudy
220379,Clear
220380,Clear
220381,Clear
220382,Clear
220383,Clear
220384,Reported as Unknown
220385,Clear
220386,Clear
220387,Clear
220388,Clear
220389,Clear
220390,Clear
220391,Clear
220392,Clear
220393,Cloudy
220394,Clear
220395,Cloudy
220396,Clear
220397,Clear
220398,Clear
220399,Clear
220400,Clear
220401,Rain
220402,Clear
220403,Clear
220404,Clear
220405,"Fog, Smog, Smoke"
220406,Clear
220407,Clear
220408,Clear
220409,Clear
220410,Cloudy
220411,Cloudy
220412,Clear
220413,Clear
220414,Clear
220415,Rain
220416,Cloudy
220417,Rain
220418,Clear
220419,Rain
220420,Clear
220421,Clear
220422,Rain
220423,Cloudy
220424,Clear
220425,Clear
220426,Clear
220427,Clear
220428,Cloudy
220429,Clear
220430,Cloudy
220431,Clear
220432,Cloudy
220433,Rain
220434,Clear
220435,Clear
220436,Clear
220437,Cloudy
220438,Rain
220439,Clear
220440,Clear
220441,Clear
220442,Clear
220443,Clear
220444,Clear
220445,Not Reported
220446,Clear
220447,Rain
220448,Rain
220449,Clear
220450,Clear
220451,Clear
220452,Clear
220453,Cloudy
220454,Clear
220455,Clear
220456,Cloudy
220457,Clear
220458,Clear
220459,Clear
220460,Clear
220461,Clear
220462,Clear
220463,Cloudy
220464,Clear
220465,Clear
220466,Clear
220467,"Fog, Smog, Smoke"
220468,Clear
220469,Cloudy
220471,Cloudy
220472,Clear
220473,Clear
220474,Clear
220475,Clear
220476,Clear
220477,Clear
220478,Clear
220479,Rain
220480,Clear
220481,Clear
220482,Clear
220483,Clear
220484,Cloudy
220485,Clear
220486,Clear
220487,Clear
220488,Clear
220489,Clear
220490,Rain
220491,Clear
220492,Clear
220493,Cloudy
220494,Cloudy
220495,Clear
220496,Clear
220497,Clear
220498,Clear
220499,Clear
220500,Clear
220501,Cloudy
220502,Clear
220503,Clear
220504,Clear
220505,Clear
220506,Clear
220507,Clear
