ST_CASE,WEATHERNAME
220508,Clear
220509,Clear
220510,Clear
220511,Clear
220512,Clear
220513,Clear
220514,Clear
220515,Cloudy
220516,Clear
220517,Cloudy
220518,Cloudy
220519,Clear
220520,Rain
220521,Clear
220522,Clear
220523,Clear
220524,Clear
220525,Clear
220526,Clear
220527,Clear
220528,Clear
220529,Rain
220530,Clear
220531,Rain
220532,Cloudy
220533,Clear
220534,Clear
220535,Clear
220536,Clear
220537,Clear
220538,Clear
220539,Clear
220540,Clear
220541,Clear
220542,Clear
220543,Clear
220544,Cloudy
220545,Clear
220546,Clear
220547,Clear
220548,Clear
220549,Clear
220550,Clear
220551,Clear
220552,Cloudy
220553,Clear
220554,Clear
220555,Reported as Unknown
220556,Cloudy
220557,Reported as Unknown
220558,Clear
220559,Clear
220560,Clear
220561,Cloudy
220562,Clear
220563,Clear
220564,Clear
220565,Clear
220566,Clear
220567,Clear
220568,Clear
220569,Clear
220570,Rain
220571,Clear
220572,Clear
220573,Cloudy
220574,Clear
220575,Reported as Unknown
220576,Clear
220577,Clear
220578,Clear
220579,Cloudy
220580,Clear
220581,Clear
220582,Clear
220583,Clear
220584,Cloudy
220585,"Fog, Smog, Smoke"
220586,Clear
220587,Cloudy
220588,Clear
220589,Clear
220590,Clear
220591,Clear
220592,Clear
220593,Clear
220594,Clear
220595,Clear
220596,Clear
220597,Clear
220598,Clear
220599,"Fog, Smog, Smoke"
220600,Clear
220601,Clear
220602,Clear
220603,Clear
220604,Clear
220605,Clear
220606,Clear
220607,Clear
220608,Cloudy
220609,Clear
220610,Clear
220611,Clear
220612,Clear
220613,Clear
220614,Rain
220615,Clear
220616,Rain
220617,Cloudy
220618,Clear
220619,Clear
220621,Clear
220622,Clear
220623,Clear
220624,Clear
220625,Cloudy
220626,Clear
220627,Clear
220628,Cloudy
220629,Cloudy
220630,Clear
220631,Clear
220632,Cloudy
220633,"Fog, Smog, Smoke"
220634,Cloudy
220635,Cloudy
220636,Cloudy
220637,Clear
220638,Clear
220639,Clear
220640,Clear
220641,Clear
220642,Clear
220643,Clear
220644,Clear
220645,Clear
220646,Cloudy
220647,Clear
220648,Reported as Unknown
220649,Cloudy
220650,Clear
220651,Clear
220652,Clear
220653,Clear
220654,Clear
220655,Clear
220656,Clear
220657,Rain
220658,Rain
220659,Clear
220660,Clear
220661,Clear
220662,Clear
220663,Clear
220664,Clear
220665,Clear
220666,Clear
220667,Clear
220668,Clear
220669,Clear
220670,Clear
220671,Clear
220672,Clear
220673,Clear
220674,Cloudy
220675,Clear
220676,Clear
220677,Clear
220678,Clear
220679,Clear
220680,Clear
220681,Rain
220682,Cloudy
220683,Cloudy
220684,Clear
220685,Clear
220686,Clear
220687,Clear
220688,Clear
220689,Clear
220691,Rain
220692,Clear
220693,Rain
220694,Clear
220695,Clear
220696,Clear
220697,Clear
220698,Cloudy
220700,Clear
220701,Clear
220702,Clear
220703,Clear
220704,Clear
220705,Reported as Unknown
220706,Clear
220707,Clear
220708,Clear
220709,Clear
220710,Clear
220711,Clear
220712,Clear
220713,Clear
220714,Clear
220715,Rain
220716,Clear
220717,Clear
220718,Clear
220719,Clear
220720,Clear
220721,Clear
220722,Clear
220723,Clear
220724,Cloudy
220725,Clear
220726,Clear
220727,Cloudy
220728,Clear
220729,Clear
220730,Clear
220731,Cloudy
220732,Clear
220733,Clear
220734,Clear
220735,Clear
220736,Clear
220737,Cloudy
220738,Clear
220739,Clear
220740,Clear
220741,Clear
220742,Clear
220743,Clear
220744,Clear
220745,Clear
220746,Clear
220747,Clear
220748,Clear
220749,Clear
220750,Clear
220751,Clear
220752,Clear
220753,Clear
220754,Rain
220755,Clear
220756,Clear
220757,Clear
220758,Clear
220759,Clear
220760,Clear
220761,Clear
220762,Clear
220763,Clear
220764,Clear
220766,Clear
220767,Cloudy
220768,Clear
220769,Clear
220770,Cloudy
220772,Clear
220773,Clear
220774,Clear
220775,Clear
220776,Clear
220777,Clear
220778,Clear
220779,Clear
220780,Clear
220781,Rain
220782,Clear
220783,Clear
220784,Clear
220785,"Fog, Smog, Smoke"
220786,Clear
220787,Clear
220788,"Fog, Smog, Smoke"
220789,Clear
220790,Rain
220791,Cloudy
220792,Cloudy
220794,Cloudy
220795,Clear
220796,Clear
220797,Clear
220798,Clear
220799,Clear
220800,Cloudy
220801,Clear
220802,Clear
220803,Clear
220804,Clear
220805,Clear
220806,Clear
220807,Clear
220808,Clear
220809,Clear
220810,Clear
220811,Clear
220812,Clear
220813,Clear
220814,Clear
220815,Clear
220816,Clear
220817,Clear
220818,Clear
220819,Clear
220821,Clear
220822,Cloudy
220823,Rain
220824,Clear
220825,Clear
220826,Clear
220827,Clear
220828,Clear
220829,Clear
220830,Clear
220831,Clear
220832,Clear
220833,Rain
220834,Clear
220835,Clear
220836,Clear
220837,Clear
220838,Cloudy
220839,Clear
220840,Clear
220841,Clear
220842,Rain
220843,Clear
220844,Cloudy
220845,Clear
220846,Clear
220847,Clear
220848,"Fog, Smog, Smoke"
220848,Cloudy
220849,"Fog, Smog, Smoke"
220850,Rain
220851,Clear
220852,Clear
220853,Clear
220854,Clear
220855,Cloudy
220856,Clear
220857,Cloudy
220858,Cloudy
220859,Clear
220860,Clear
220861,Clear
220862,Clear
220863,Clear
220865,Clear
220866,Cloudy
220867,Rain
220868,Clear
220869,Clear
220870,Clear
220871,Clear
220872,Clear
220873,Clear
220874,Clear
220875,Clear
220876,Clear
220877,Not Reported
220878,Clear
220879,Not Reported
220880,Cloudy
220881,Cloudy
220882,Rain
220883,Clear
220884,Clear
220885,Clear
220886,Clear
220887,Clear
220888,Clear
220889,Clear
220890,Cloudy
220891,Not Reported
220892,Rain
220893,Not Reported
220894,Clear
220895,Clear
220896,Clear
220897,Clear
220898,Not Reported
220899,Not Reported
220900,Clear
220901,Reported as Unknown
220902,Clear
230001,Clear
230002,Snow
230003,Cloudy
230004,Clear
230005,Clear
230006,Clear
230007,Clear
230008,Clear
230009,Clear
230010,Clear
230011,Clear
230012,Clear
230013,Clear
230014,Clear
230015,Snow
230016,Clear
230017,Clear
230018,Clear
230019,Clear
230021,Clear
230022,Clear
230023,Cloudy
230024,Clear
230025,Clear
230026,Clear
230027,Clear
230029,Clear
230030,Clear
230031,Clear
230032,Clear
230033,Clear
230034,Cloudy
230035,Clear
230036,Clear
230037,Clear
230038,Clear
230039,Clear
230040,Clear
230041,Cloudy
230042,Clear
230043,Clear
230044,Cloudy
230045,Cloudy
230046,Clear
230047,Clear
230048,Clear
230049,Cloudy
230050,Clear
230051,Clear
230052,Clear
230053,Clear
230054,Cloudy
230055,Cloudy
230056,Clear
230057,Cloudy
230058,Rain
230059,Cloudy
230060,Clear
230061,Clear
230062,Clear
230063,Clear
230064,Clear
230065,Cloudy
230066,Clear
230067,Clear
230068,Clear
230069,Cloudy
230070,Clear
230071,Cloudy
230072,Rain
230073,Clear
230074,Clear
230075,Clear
230076,Clear
230077,Clear
230078,Clear
230079,Clear
230080,"Fog, Smog, Smoke"
230081,Clear
230082,Clear
230083,Clear
230084,Rain
230085,Clear
230086,Clear
230087,Rain
230088,Clear
230089,Clear
230090,Rain
230091,"Fog, Smog, Smoke"
230092,Clear
230094,Clear
230095,Clear
230096,Clear
230097,Cloudy
230098,Clear
230099,Clear
230100,Cloudy
230101,Clear
230102,Clear
230103,Clear
230104,Clear
230105,Clear
230106,Clear
230107,Clear
230108,Cloudy
230109,Cloudy
230110,"Fog, Smog, Smoke"
230111,Clear
230112,Clear
230113,Clear
230114,Clear
230115,Rain
230116,Cloudy
230117,Clear
230118,Clear
230119,Clear
230120,Clear
230121,Cloudy
230122,Clear
230123,Clear
230124,Clear
230125,Clear
230126,Clear
230127,Clear
230128,Clear
230129,Clear
230130,Clear
230131,Clear
230132,Cloudy
230133,Clear
230134,Clear
230135,Clear
230136,Clear
230137,Cloudy
230138,Rain
240001,Rain
240002,Rain
240003,Not Reported
240005,Clear
240006,Clear
240008,Clear
240009,Not Reported
240010,"Fog, Smog, Smoke"
240011,Clear
240012,Clear
240013,Clear
240014,Clear
240015,Clear
240017,Sleet or Hail
240018,Clear
240019,Clear
240020,Clear
240021,Other
240022,Rain
240023,Clear
240024,Snow
240025,Other
240026,Cloudy
240027,Clear
240028,Clear
240029,Not Reported
240030,Other
240031,Cloudy
240032,Clear
240033,Snow
240034,Clear
240035,Clear
240036,Clear
240037,Clear
240038,Not Reported
240039,Clear
240040,Clear
240041,Clear
240042,Clear
240043,Cloudy
240044,Clear
240045,Clear
240046,Clear
240047,Cloudy
240048,Clear
240049,Rain
240050,Clear
240051,Clear
240052,Clear
240053,Clear
240054,Clear
240055,Not Reported
240056,Clear
240057,Clear
240058,Clear
240059,Clear
240060,Clear
240061,Clear
240062,Clear
240063,Clear
240064,Clear
240065,Clear
240066,Clear
240067,Clear
240068,Clear
240069,Clear
240070,Clear
240071,Rain
240072,Cloudy
240073,Clear
240074,Clear
240075,Cloudy
240076,Clear
240077,Clear
240078,Clear
240079,Clear
240080,Clear
240081,Cloudy
240082,Clear
240083,Clear
240084,Cloudy
240085,Clear
240086,Clear
240087,Clear
240088,Clear
240089,Clear
240090,Clear
240091,Clear
240092,Clear
240093,Clear
240094,Rain
240095,Clear
240096,Clear
240097,Clear
240098,Clear
240099,Severe Crosswinds
240100,Clear
240101,Clear
240102,Clear
240103,Sleet or Hail
240104,Clear
240105,Clear
240106,Cloudy
240107,Clear
240108,Clear
240109,Clear
240110,Clear
240111,Cloudy
240112,Clear
240113,Clear
240114,Clear
240115,Rain
240116,Clear
240117,Clear
240118,Clear
240119,Clear
240120,Cloudy
240121,Clear
240122,Clear
240123,Clear
240124,Rain
240125,Clear
240126,Clear
240127,Clear
240128,Clear
240129,Clear
240130,Clear
240131,Clear
240132,Clear
240133,Clear
240134,Rain
240135,Clear
240137,Clear
240138,Clear
240139,Clear
240140,Rain
240141,Cloudy
240142,Clear
240143,Clear
240144,Clear
240145,Clear
240146,Clear
240147,Clear
240148,Clear
240150,Clear
240151,Clear
240152,Clear
240153,Rain
240154,Cloudy
240155,Clear
240156,Clear
240157,Rain
240158,Clear
240159,Clear
240160,Rain
240161,Clear
240162,Clear
240163,Clear
240164,Clear
240165,Clear
240166,Clear
240167,Rain
240168,Clear
240169,Clear
240170,Clear
240171,Clear
240172,Clear
240173,Not Reported
240174,Clear
240175,Clear
240176,Clear
240177,Rain
240178,Clear
240179,"Fog, Smog, Smoke"
240180,Clear
240181,Clear
240182,Clear
240183,Clear
240184,Cloudy
240185,Not Reported
240186,Clear
240187,Clear
240188,Clear
240189,Clear
240190,Clear
240191,Clear
240193,Clear
240194,Clear
240195,Clear
240196,Clear
240197,Clear
240199,Clear
240200,Clear
240201,Clear
240202,Clear
240203,Clear
240204,Clear
240205,Cloudy
240206,Clear
240207,Clear
240208,Clear
240209,Clear
240210,Cloudy
240211,Clear
240212,Clear
240213,Not Reported
240214,Clear
240215,Clear
240216,Clear
240217,Clear
240218,Clear
240219,Cloudy
240220,Clear
240221,Clear
240222,Clear
240223,Clear
240224,Clear
240225,Clear
240226,Clear
240227,Clear
240228,Clear
240229,Cloudy
240230,Clear
240231,Clear
240233,Clear
240234,Clear
240235,Clear
240236,Clear
240237,Clear
240238,Clear
240239,Clear
240240,Clear
240241,Clear
240242,Clear
240243,Clear
240244,Clear
240245,Clear
240246,Clear
240247,Clear
240248,Not Reported
240249,Clear
240250,Rain
240251,Clear
240252,Clear
240253,Cloudy
240254,Clear
240255,Rain
240256,Clear
240257,Clear
240258,Rain
240259,Clear
240260,Clear
240261,Cloudy
240262,Clear
240263,Clear
240264,Clear
240265,Clear
240266,Clear
240267,Clear
240268,Clear
240269,Clear
240270,Rain
240271,Clear
240272,Clear
240273,Clear
240274,Not Reported
240275,Rain
240276,Clear
240277,Cloudy
240278,Clear
240279,Clear
240280,Clear
240281,Clear
240282,Clear
240283,Clear
240284,Clear
240285,Not Reported
240286,Rain
240288,Clear
240289,Clear
240290,Clear
240291,Rain
240292,Clear
240293,Clear
240294,Clear
240295,Clear
240296,Clear
240297,Clear
240298,Clear
240299,Clear
240300,Clear
240301,Clear
240302,Clear
240303,Clear
240304,Clear
240305,Clear
240306,Clear
240307,Clear
240308,Clear
240309,Rain
240310,Cloudy
240311,Clear
240312,Clear
240313,Clear
240314,Cloudy
240315,Clear
240316,Clear
240317,Clear
240318,Clear
240319,Cloudy
240320,Cloudy
240322,Clear
240323,Clear
240324,Clear
240325,Clear
240326,Clear
240327,Clear
240328,Rain
240329,Clear
240330,Clear
240331,Clear
240332,Clear
240333,Clear
240334,Clear
240335,Not Reported
240336,Clear
240337,Clear
240338,Clear
240339,Not Reported
240340,Clear
240341,Cloudy
240342,Clear
240343,Rain
240344,Clear
240345,Clear
240346,Clear
240347,Clear
240348,Not Reported
240349,Clear
240350,Clear
240351,Cloudy
240352,Rain
240353,Clear
240354,Clear
240355,Clear
240356,Clear
240357,Not Reported
240358,Clear
240359,Cloudy
240360,Clear
240361,Clear
240362,Clear
240363,Clear
240364,Clear
240365,Clear
240366,Rain
240367,Clear
240369,Severe Crosswinds
240370,Clear
240371,Not Reported
240372,Rain
240373,Clear
240374,Clear
240375,Cloudy
240376,Clear
240377,Rain
240378,Clear
240379,Clear
240380,Clear
240381,Clear
240382,Clear
240383,Clear
240384,Clear
240385,Clear
240386,Clear
240387,Clear
240388,Clear
240389,Clear
240390,Cloudy
240391,Clear
240392,Clear
240393,Clear
240394,Clear
240395,Clear
240396,Clear
240397,Clear
240398,Clear
240399,Clear
240400,Clear
240401,Clear
240402,Clear
240403,Clear
240404,Not Reported
240405,Clear
240406,Clear
240407,Clear
240408,Clear
240409,Clear
240410,Clear
240411,Rain
240412,Clear
240413,Not Reported
240414,Clear
240415,Rain
240416,Clear
240417,Clear
240418,Clear
240419,Not Reported
240420,Clear
240421,Clear
240422,Clear
240423,Clear
240424,Clear
240425,Not Reported
240426,Clear
240427,Clear
240428,Clear
240429,Rain
240430,Clear
240431,Clear
240432,Clear
240433,Clear
240434,Clear
240435,Clear
240436,Clear
240437,Clear
240438,Clear
240439,Cloudy
240440,Clear
240441,Clear
240442,Clear
240443,Clear
240444,Cloudy
240445,Clear
240446,Clear
240447,Clear
240448,Clear
240449,Clear
240450,Rain
240451,Clear
240452,Clear
240453,Clear
240454,Rain
240455,Clear
240456,Clear
240457,Clear
240458,Clear
240459,Clear
240460,Clear
240461,Clear
240462,Clear
240463,Clear
240464,Rain
240465,Clear
240466,Clear
240467,Clear
240468,Clear
240469,Clear
240470,Rain
240471,Clear
240472,Clear
240473,Clear
240474,Clear
240475,Clear
240476,Cloudy
240477,Rain
240478,Clear
240479,Clear
240480,Clear
240481,Clear
240482,Rain
240483,Clear
240484,Clear
240485,Not Reported
240486,Clear
240488,Cloudy
240489,Clear
240490,Clear
240491,Cloudy
240492,Clear
240493,Clear
240494,Clear
240495,Rain
240496,Clear
240497,Clear
240498,Clear
240499,Clear
240500,Clear
240501,Clear
240502,Clear
240503,Clear
240504,Clear
240505,Cloudy
240506,Clear
240507,Not Reported
240508,Clear
240509,Clear
240510,Clear
240511,Clear
240512,Clear
240513,Clear
240514,Clear
240515,Clear
240516,Clear
240517,Rain
240518,Clear
240519,Clear
240520,Clear
240521,Clear
240522,Rain
240523,Clear
240524,Clear
240525,Not Reported
240526,Cloudy
240527,Clear
240528,Clear
240529,Clear
240530,Clear
240531,Clear
240532,Cloudy
240533,Clear
240534,Clear
240535,Clear
240536,Clear
250001,Clear
250002,Clear
250003,Clear
250004,Clear
250005,Cloudy
250006,Cloudy
250007,Clear
250008,Clear
250009,Clear
250010,Clear
250013,Clear
250014,Clear
250015,Clear
250016,Clear
250017,Snow
250018,Cloudy
250019,Clear
250020,Clear
250021,Clear
250022,Rain
250022,Sleet or Hail
250023,Cloudy
250024,Clear
250025,Clear
250026,Clear
250027,Clear
250028,Clear
250029,Clear
250030,Clear
250031,Clear
250032,Clear
250033,Rain
250034,Clear
250035,Clear
250037,Clear
250038,Snow
250040,Clear
250041,Clear
250042,Clear
250043,Clear
250044,Clear
250045,Clear
250046,Cloudy
250047,Clear
250048,Clear
250049,Clear
250050,Clear
250051,Clear
250052,Clear
250053,Clear
250054,"Fog, Smog, Smoke"
250054,Cloudy
250055,Rain
250055,Severe Crosswinds
250056,Clear
250057,Clear
250058,Clear
250059,Clear
250060,Clear
250061,Clear
250062,Cloudy
250063,Clear
250064,Clear
250065,Clear
250066,Clear
250067,Cloudy
250068,Clear
250069,Cloudy
250070,Clear
250071,Clear
250072,Clear
250073,Cloudy
250074,Clear
250075,Clear
250076,Rain
250076,Cloudy
250077,Rain
250078,Cloudy
250079,Cloudy
250080,Cloudy
250081,Clear
250082,Cloudy
250083,Cloudy
250084,Not Reported
250085,Clear
250086,Clear
250087,Clear
250088,Clear
250089,Clear
250090,Clear
250092,Rain
250093,Clear
250095,Clear
250096,Clear
250097,Clear
250098,Clear
250099,Clear
250100,Clear
250101,Clear
250102,Clear
250103,Clear
250104,Clear
250105,Not Reported
250106,Clear
250107,Clear
250108,Clear
250109,Clear
250110,Rain
250111,Rain
250112,Rain
250112,Cloudy
250113,Rain
250114,Clear
250115,Clear
250116,Clear
250117,Clear
250118,Clear
250119,Clear
250120,Clear
250121,Clear
250122,Clear
250123,Clear
250124,Clear
250125,Clear
250126,Clear
250127,Clear
250128,Clear
250129,Clear
250130,Clear
250131,Clear
250132,Reported as Unknown
250133,Clear
250134,Clear
250135,Clear
250136,Clear
250137,Cloudy
250138,Clear
250139,Clear
250140,Clear
250141,Cloudy
250142,Clear
250143,Cloudy
250144,Clear
250145,Cloudy
250146,Clear
250147,Clear
250148,Clear
250149,Clear
250150,Clear
250151,Cloudy
250152,Clear
250153,Clear
250154,Clear
250155,Cloudy
250156,Clear
250157,Cloudy
250158,Cloudy
250159,Cloudy
250160,Clear
250161,Clear
250162,Clear
250163,Cloudy
250164,Clear
250165,Clear
250166,Rain
250166,Cloudy
250167,Clear
250168,Clear
250169,Clear
250170,Cloudy
250171,Clear
250172,Cloudy
250173,Clear
250174,Clear
250175,Clear
250176,Clear
250177,Clear
250178,Clear
250179,Clear
250180,Cloudy
250181,Clear
250182,Clear
250183,Cloudy
250184,Clear
250185,Clear
250186,Clear
250187,Clear
250188,Clear
250189,Rain
250190,Clear
250191,Clear
250192,Clear
250193,Not Reported
250194,Rain
250195,Clear
250196,Clear
250197,Reported as Unknown
250198,Clear
250199,Clear
250200,Cloudy
250201,Clear
250202,Clear
250203,Clear
250204,Clear
250205,Clear
250206,"Fog, Smog, Smoke"
250206,Cloudy
250207,Rain
250207,Cloudy
250208,Clear
250209,Clear
250210,Clear
250211,Cloudy
250212,Cloudy
250213,Clear
250214,Clear
250216,Clear
250217,Clear
250219,Clear
250220,Clear
250221,Clear
250222,Clear
250223,Rain
250223,Cloudy
250224,Clear
250225,Not Reported
250226,Clear
250228,Clear
250229,Rain
250229,Cloudy
250230,Clear
250231,Clear
250232,Not Reported
250233,Rain
250234,Clear
250235,Clear
250236,Clear
250237,Clear
250239,Clear
250240,Clear
250241,Clear
250242,Cloudy
250243,Cloudy
250244,"Fog, Smog, Smoke"
250244,Cloudy
250245,Clear
250246,Rain
250247,Not Reported
250248,Clear
250249,Clear
250250,Clear
250251,Clear
250252,Clear
250253,Clear
250254,Clear
250255,Clear
250256,Clear
250257,Clear
250258,Rain
250258,Cloudy
250259,Clear
250260,Clear
250261,Clear
250262,Not Reported
250263,Clear
250264,Clear
250265,Rain
250266,Not Reported
250267,Rain
250267,Cloudy
250268,Cloudy
250269,Clear
250270,Clear
250271,Clear
250272,Clear
250273,Rain
250274,Clear
250275,Clear
250276,Clear
250277,Clear
250278,Clear
250279,Clear
250280,Not Reported
250281,Clear
250282,Clear
250283,Clear
250284,Clear
250285,Clear
250286,Cloudy
250287,Clear
250288,Clear
250289,Rain
250289,Severe Crosswinds
250290,Clear
250291,Clear
250292,Clear
250293,Clear
250294,Clear
250295,Clear
250296,Clear
250297,Clear
250298,Clear
250299,Clear
250300,Clear
250301,Cloudy
250302,Clear
250303,Clear
250304,Cloudy
250305,Clear
250306,Clear
250307,Clear
250308,Not Reported
250309,Clear
250310,Clear
250311,Clear
250312,Sleet or Hail
250313,Clear
250314,Clear
250315,Cloudy
250316,Clear
250317,Clear
250318,Clear
250319,Cloudy
250320,Snow
250321,Clear
250322,Clear
250323,Clear
250324,Rain
250325,Clear
250326,Clear
250327,Clear
250328,Clear
250329,Clear
250330,Snow
250331,Cloudy
250332,Clear
250333,Clear
250334,Clear
250335,Cloudy
250336,Rain
250337,Clear
250338,Cloudy
250340,Clear
250341,Clear
250342,Cloudy
250343,Clear
250344,Rain
250344,Snow
250345,Clear
250346,Clear
250347,Clear
250348,Clear
250349,Clear
250350,Not Reported
250351,Clear
250352,Clear
250353,Clear
250354,Clear
250355,Clear
250356,Clear
250357,Not Reported
250358,Clear
250359,Clear
250360,Clear
250361,Not Reported
250362,Clear
250363,Cloudy
250364,Clear
250365,Clear
250366,Rain
250366,Cloudy
250367,Rain
250367,Cloudy
250368,Clear
250369,Clear
250370,Clear
250371,Clear
250372,Not Reported
250373,Cloudy
250374,Cloudy
