ST_CASE,WEATHERNAME,YEAR
290062,Cloudy,2019
290063,Rain,2019
290064,"Fog, Smog, Smoke",2019
290065,Clear,2019
290066,Cloudy,2019
290067,Clear,2019
290068,Clear,2019
290069,"Fog, Smog, Smoke",2019
290070,Clear,2019
290071,Cloudy,2019
290072,Sleet or Hail,2019
290074,Cloudy,2019
290075,Clear,2019
290076,Cloudy,2019
290077,Cloudy,2019
290078,Rain,2019
290079,Clear,2019
290080,Not Reported,2019
290081,Clear,2019
290082,Clear,2019
290083,Clear,2019
290084,Clear,2019
290085,Rain,2019
290086,Cloudy,2019
290087,Clear,2019
290088,Clear,2019
290089,Cloudy,2019
290090,Not Reported,2019
290091,Sleet or Hail,2019
290092,Clear,2019
290093,Not Reported,2019
290094,Rain,2019
290095,Clear,2019
290096,Cloudy,2019
290097,Clear,2019
290098,Cloudy,2019
290099,Cloudy,2019
290100,Cloudy,2019
290101,Clear,2019
290102,Rain,2019
290103,Clear,2019
290104,Clear,2019
290105,Cloudy,2019
290106,Clear,2019
290107,Clear,2019
290108,Clear,2019
290109,Cloudy,2019
290110,Clear,2019
290111,"Fog, Smog, Smoke",2019
290112,Cloudy,2019
290113,Cloudy,2019
290114,Cloudy,2019
290115,Cloudy,2019
290116,Clear,2019
290117,Clear,2019
290118,Rain,2019
290120,Clear,2019
290121,Clear,2019
290122,Snow,2019
290123,Clear,2019
290124,Clear,2019
290125,Not Reported,2019
290126,Clear,2019
290127,Clear,2019
290128,Clear,2019
290129,"Fog, Smog, Smoke",2019
290130,Cloudy,2019
290131,Cloudy,2019
290132,Clear,2019
290133,Cloudy,2019
290134,Clear,2019
290135,Clear,2019
290136,Clear,2019
290137,Cloudy,2019
290138,Clear,2019
290139,Clear,2019
290140,Clear,2019
290141,Clear,2019
290142,Clear,2019
290143,Cloudy,2019
290144,Clear,2019
290145,Clear,2019
290146,Clear,2019
290147,Clear,2019
290148,Clear,2019
290149,Clear,2019
290150,Clear,2019
290151,Cloudy,2019
290152,Rain,2019
290154,Rain,2019
290155,Cloudy,2019
290156,Clear,2019
290157,Clear,2019
290158,Cloudy,2019
290159,Cloudy,2019
290160,Clear,2019
290161,Cloudy,2019
290162,Clear,2019
290163,Clear,2019
290164,Cloudy,2019
290165,Clear,2019
290166,Clear,2019
290167,"Fog, Smog, Smoke",2019
290168,Clear,2019
290169,Clear,2019
290170,Clear,2019
290171,Clear,2019
290172,Not Reported,2019
290173,Clear,2019
290174,Cloudy,2019
290175,Clear,2019
290176,Rain,2019
290177,"Fog, Smog, Smoke",2019
290178,Rain,2019
290179,Clear,2019
290180,Cloudy,2019
290181,Cloudy,2019
290182,Cloudy,2019
290183,Clear,2019
290184,Clear,2019
290185,Clear,2019
290186,Clear,2019
290187,Clear,2019
290189,Rain,2019
290190,Rain,2019
290191,Clear,2019
290193,Clear,2019
290194,Clear,2019
290195,Cloudy,2019
290197,Cloudy,2019
290198,Clear,2019
290199,Clear,2019
290200,Clear,2019
290202,Clear,2019
290203,Clear,2019
290204,Clear,2019
290205,Clear,2019
290206,Clear,2019
290207,Sleet or Hail,2019
290208,Rain,2019
290209,Cloudy,2019
290210,Clear,2019
290211,Rain,2019
290212,Cloudy,2019
290213,Rain,2019
290214,Clear,2019
290215,Clear,2019
290216,Clear,2019
290217,Cloudy,2019
290218,Clear,2019
290219,Clear,2019
290220,Clear,2019
290221,Cloudy,2019
290222,Clear,2019
290223,Clear,2019
290224,Cloudy,2019
290225,Rain,2019
290226,Rain,2019
290227,Cloudy,2019
290228,Cloudy,2019
290230,Clear,2019
290231,Cloudy,2019
290232,Clear,2019
290233,Clear,2019
290234,Clear,2019
290235,Clear,2019
290236,Rain,2019
290237,Cloudy,2019
290238,Clear,2019
290239,Cloudy,2019
290240,Rain,2019
290241,Clear,2019
290242,Clear,2019
290243,Clear,2019
290245,Cloudy,2019
290246,Clear,2019
290247,Clear,2019
290248,Clear,2019
290249,Rain,2019
290250,Clear,2019
290251,Clear,2019
290252,Clear,2019
290253,Clear,2019
290254,Clear,2019
290255,Cloudy,2019
290256,Clear,2019
290257,Clear,2019
290258,Cloudy,2019
290259,"Fog, Smog, Smoke",2019
290260,Cloudy,2019
290261,Cloudy,2019
290262,Cloudy,2019
290263,Clear,2019
290264,Clear,2019
290265,Clear,2019
290266,Clear,2019
290267,Clear,2019
290268,Cloudy,2019
290269,Clear,2019
290270,Clear,2019
290271,Clear,2019
290272,Clear,2019
290273,Clear,2019
290274,Clear,2019
290275,Rain,2019
290276,Cloudy,2019
290277,Clear,2019
290278,Clear,2019
290279,Clear,2019
290280,Cloudy,2019
290281,Clear,2019
290282,Clear,2019
290283,Clear,2019
290284,Clear,2019
290285,Clear,2019
290286,Clear,2019
290287,Cloudy,2019
290288,Clear,2019
290289,Clear,2019
290290,Clear,2019
290291,Clear,2019
290292,Clear,2019
290293,Cloudy,2019
290294,Clear,2019
290295,Cloudy,2019
290296,Clear,2019
290297,Cloudy,2019
290298,Clear,2019
290299,Clear,2019
290300,Clear,2019
290302,Clear,2019
290304,Cloudy,2019
290305,Rain,2019
290306,Cloudy,2019
290307,Clear,2019
290308,Clear,2019
290309,Cloudy,2019
290310,Clear,2019
290311,Clear,2019
290312,Cloudy,2019
290313,Clear,2019
290314,Clear,2019
290315,Cloudy,2019
290316,"Fog, Smog, Smoke",2019
290317,Reported as Unknown,2019
290318,Cloudy,2019
290319,Clear,2019
290320,Clear,2019
290321,Clear,2019
290322,Clear,2019
290323,Cloudy,2019
290324,Clear,2019
290325,Clear,2019
290326,Clear,2019
290327,Cloudy,2019
290328,Clear,2019
290329,Clear,2019
290330,Cloudy,2019
290331,Clear,2019
290332,Clear,2019
290333,Clear,2019
290334,Clear,2019
290335,Clear,2019
290336,Clear,2019
290337,Clear,2019
290338,Cloudy,2019
290339,Clear,2019
290340,Clear,2019
290341,Cloudy,2019
290342,Cloudy,2019
290343,Clear,2019
290344,Clear,2019
290345,Clear,2019
290346,Cloudy,2019
290347,Clear,2019
290348,Cloudy,2019
290349,Rain,2019
290350,Clear,2019
290351,Clear,2019
290352,Clear,2019
290353,Rain,2019
290354,Clear,2019
290355,Clear,2019
290356,Clear,2019
290357,Clear,2019
290358,Cloudy,2019
290359,Clear,2019
290360,Clear,2019
290361,Cloudy,2019
290362,Cloudy,2019
290363,Clear,2019
290364,Clear,2019
290365,Clear,2019
290366,Clear,2019
290367,Clear,2019
290368,Clear,2019
290369,Clear,2019
290370,Cloudy,2019
290371,Clear,2019
290372,Clear,2019
290373,Clear,2019
290374,Clear,2019
290375,Clear,2019
290376,Clear,2019
290377,Cloudy,2019
290378,Clear,2019
290379,Clear,2019
290380,Cloudy,2019
290381,Clear,2019
290382,Clear,2019
290383,Rain,2019
290384,Cloudy,2019
290385,Clear,2019
290386,Rain,2019
290387,Rain,2019
290388,Clear,2019
290389,Clear,2019
290390,Clear,2019
290391,Clear,2019
290392,Clear,2019
290393,Rain,2019
290394,Clear,2019
290395,Clear,2019
290396,Clear,2019
290397,Cloudy,2019
290398,Clear,2019
290399,Rain,2019
290400,Clear,2019
290401,Clear,2019
290402,Clear,2019
290403,Clear,2019
290404,Clear,2019
290405,Clear,2019
290406,Rain,2019
290407,Clear,2019
290408,Clear,2019
290409,Clear,2019
290411,Clear,2019
290412,Clear,2019
290413,Clear,2019
290414,Clear,2019
290415,Clear,2019
290416,Clear,2019
290417,Clear,2019
290418,Clear,2019
290419,Clear,2019
290420,Rain,2019
290421,Clear,2019
290422,Cloudy,2019
290423,Clear,2019
290424,Clear,2019
290425,Clear,2019
290426,Clear,2019
290427,Clear,2019
290428,Clear,2019
290429,Clear,2019
290430,"Fog, Smog, Smoke",2019
290431,Clear,2019
290432,Clear,2019
290433,Cloudy,2019
290434,Cloudy,2019
290435,Clear,2019
290436,Cloudy,2019
290437,Clear,2019
290438,Clear,2019
290439,Clear,2019
290440,Clear,2019
290441,Clear,2019
290442,Clear,2019
290443,Clear,2019
290444,Clear,2019
290445,Clear,2019
290446,Clear,2019
290447,Clear,2019
290448,Clear,2019
290449,Clear,2019
290450,Clear,2019
290451,Clear,2019
290452,Clear,2019
290453,Cloudy,2019
290454,Clear,2019
290455,Clear,2019
290456,Clear,2019
290457,Clear,2019
290458,Clear,2019
290459,Clear,2019
290460,Clear,2019
290461,Clear,2019
290462,Clear,2019
290463,Clear,2019
290464,Clear,2019
290465,Clear,2019
290466,Cloudy,2019
290467,Clear,2019
290468,Clear,2019
290469,Clear,2019
290470,Clear,2019
290471,Clear,2019
290472,Clear,2019
290473,Rain,2019
290474,Clear,2019
290475,Clear,2019
290476,Cloudy,2019
290477,Clear,2019
290478,Clear,2019
290479,Clear,2019
290480,Clear,2019
290481,Clear,2019
290482,Clear,2019
290483,Clear,2019
290484,Clear,2019
290485,Clear,2019
290486,Clear,2019
290487,Clear,2019
290488,Clear,2019
290489,Clear,2019
290490,Clear,2019
290491,Cloudy,2019
290492,Rain,2019
290493,Clear,2019
290494,Rain,2019
290495,Clear,2019
290496,Reported as Unknown,2019
290497,Cloudy,2019
290498,Clear,2019
290499,Clear,2019
290500,Clear,2019
290501,Cloudy,2019
290502,Clear,2019
290503,Clear,2019
290504,Clear,2019
290505,Cloudy,2019
290507,Clear,2019
290508,Clear,2019
290509,Clear,2019
290510,Clear,2019
290511,Cloudy,2019
290512,Clear,2019
290513,Clear,2019
290514,Clear,2019
290515,Cloudy,2019
290516,Rain,2019
290517,Clear,2019
290518,Clear,2019
290519,Clear,2019
290520,Clear,2019
290521,Reported as Unknown,2019
290522,Cloudy,2019
290523,Reported as Unknown,2019
290524,Cloudy,2019
290525,Cloudy,2019
290526,Clear,2019
290527,Clear,2019
290528,Clear,2019
290529,Clear,2019
290530,Clear,2019
290531,Cloudy,2019
290532,Clear,2019
290533,Clear,2019
290534,Clear,2019
290535,Rain,2019
290536,Clear,2019
290537,Cloudy,2019
290538,Clear,2019
290539,Clear,2019
290541,Clear,2019
290542,Clear,2019
290543,Clear,2019
290544,Clear,2019
290545,Clear,2019
290546,Clear,2019
290547,Clear,2019
290548,Clear,2019
290549,Clear,2019
290550,Clear,2019
290551,Clear,2019
290552,Clear,2019
290553,Clear,2019
290554,Clear,2019
290555,Clear,2019
290556,Clear,2019
290557,Cloudy,2019
290558,Clear,2019
290559,Clear,2019
290560,Clear,2019
290561,Clear,2019
290562,Clear,2019
290563,Clear,2019
290564,Clear,2019
290565,Clear,2019
290566,Clear,2019
290567,Clear,2019
290568,Clear,2019
290569,Rain,2019
290570,Clear,2019
290571,Clear,2019
290572,Clear,2019
290573,Cloudy,2019
290574,Clear,2019
290575,Clear,2019
290576,Cloudy,2019
290577,Clear,2019
290578,Clear,2019
290579,Clear,2019
290580,Clear,2019
290581,Cloudy,2019
290582,Clear,2019
290583,Clear,2019
290584,Rain,2019
290585,Clear,2019
290586,Clear,2019
290587,Rain,2019
290588,Clear,2019
290589,Clear,2019
290590,"Fog, Smog, Smoke",2019
290591,Clear,2019
290592,Clear,2019
290593,Clear,2019
290594,Clear,2019
290595,Clear,2019
290596,Clear,2019
290597,Clear,2019
290598,Clear,2019
290599,Clear,2019
290600,Clear,2019
290601,Clear,2019
290602,Cloudy,2019
290603,Cloudy,2019
290604,Cloudy,2019
290605,Clear,2019
290606,Clear,2019
290607,Clear,2019
290609,Clear,2019
290610,Clear,2019
290611,Rain,2019
290612,Clear,2019
290613,Clear,2019
290614,Clear,2019
290615,Clear,2019
290616,Clear,2019
290617,Clear,2019
290618,Cloudy,2019
290619,Rain,2019
290620,Clear,2019
290621,Cloudy,2019
290622,Cloudy,2019
290623,Clear,2019
290624,Clear,2019
290625,Cloudy,2019
290626,Clear,2019
290627,Cloudy,2019
290628,Clear,2019
290629,Clear,2019
290630,Cloudy,2019
290631,Clear,2019
290632,Cloudy,2019
290633,Clear,2019
290634,Cloudy,2019
290635,Cloudy,2019
290636,Clear,2019
290637,Clear,2019
290638,Clear,2019
290639,Clear,2019
290640,Clear,2019
290641,Clear,2019
290642,Clear,2019
290643,Clear,2019
290644,Clear,2019
290645,Clear,2019
290646,Clear,2019
290647,Cloudy,2019
290648,Clear,2019
290649,Clear,2019
290650,Cloudy,2019
290651,Clear,2019
290652,Clear,2019
290653,Reported as Unknown,2019
290654,Clear,2019
290655,Cloudy,2019
290656,Clear,2019
290657,Clear,2019
290658,Rain,2019
290659,Cloudy,2019
290660,Cloudy,2019
290661,Clear,2019
290662,Clear,2019
290663,Clear,2019
290664,Cloudy,2019
290665,Clear,2019
290666,Snow,2019
290667,Rain,2019
290668,Clear,2019
290669,Cloudy,2019
290670,Clear,2019
290671,Clear,2019
290672,Clear,2019
290673,Cloudy,2019
290674,Clear,2019
290675,Clear,2019
290676,Clear,2019
290677,Rain,2019
290678,Clear,2019
290679,Clear,2019
290680,Clear,2019
290681,Clear,2019
290682,Clear,2019
290683,Clear,2019
290685,Clear,2019
290686,Clear,2019
290687,Clear,2019
290688,Clear,2019
290689,Clear,2019
290690,Clear,2019
290691,"Fog, Smog, Smoke",2019
290692,Clear,2019
290694,Clear,2019
290695,Clear,2019
290696,Clear,2019
290697,Clear,2019
290698,Clear,2019
290699,Not Reported,2019
290700,Clear,2019
290701,Clear,2019
290702,Clear,2019
290703,Reported as Unknown,2019
290704,Reported as Unknown,2019
290705,Clear,2019
290706,Clear,2019
290707,Clear,2019
290708,Clear,2019
290709,"Fog, Smog, Smoke",2019
290710,Clear,2019
290711,Clear,2019
290713,Clear,2019
290714,Clear,2019
290715,Clear,2019
290716,Clear,2019
290717,Cloudy,2019
290718,Clear,2019
290719,Clear,2019
290720,Clear,2019
290721,Clear,2019
290722,Cloudy,2019
290723,Snow,2019
290724,Sleet or Hail,2019
290725,Clear,2019
290726,Clear,2019
290727,Cloudy,2019
290728,Clear,2019
290729,Clear,2019
290730,Clear,2019
290731,Clear,2019
290732,Cloudy,2019
290733,Rain,2019
290734,Clear,2019
290735,Rain,2019
290736,Rain,2019
290737,Cloudy,2019
290738,Rain,2019
290739,Clear,2019
290740,Rain,2019
290741,Rain,2019
290742,Clear,2019
290743,Clear,2019
290744,Clear,2019
290745,Clear,2019
290746,Cloudy,2019
290747,Cloudy,2019
290748,Cloudy,2019
290749,Clear,2019
290750,Clear,2019
290751,Cloudy,2019
290752,Cloudy,2019
290753,Rain,2019
290754,"Fog, Smog, Smoke",2019
290755,Cloudy,2019
290756,Clear,2019
290757,Clear,2019
290758,Clear,2019
290759,Clear,2019
290760,Clear,2019
290761,Clear,2019
290762,Clear,2019
290763,Clear,2019
290764,Cloudy,2019
290765,Clear,2019
290766,Clear,2019
290767,Clear,2019
290768,Clear,2019
290769,Clear,2019
290770,Cloudy,2019
290771,Snow,2019
290772,Rain,2019
290773,Cloudy,2019
290774,Clear,2019
290775,Clear,2019
290776,Cloudy,2019
290777,Clear,2019
290778,Rain,2019
290779,Cloudy,2019
290780,Cloudy,2019
290781,Clear,2019
290782,Clear,2019
290783,Clear,2019
290784,Clear,2019
290785,Rain,2019
290786,Clear,2019
290787,Clear,2019
290788,Rain,2019
290789,Clear,2019
290790,Clear,2019
290791,Clear,2019
290792,Clear,2019
290793,Cloudy,2019
290794,Cloudy,2019
290795,Rain,2019
290796,Snow,2019
290797,Clear,2019
290798,Clear,2019
290799,Clear,2019
290800,Clear,2019
290801,Clear,2019
290802,Clear,2019
290803,Clear,2019
290804,Cloudy,2019
290805,Clear,2019
290806,Reported as Unknown,2019
290807,Clear,2019
290808,Clear,2019
290809,Rain,2019
290810,Clear,2019
290811,Clear,2019
290812,Rain,2019
290813,Clear,2019
290814,Clear,2019
290815,Cloudy,2019
290816,Cloudy,2019
290817,Clear,2019
290818,Clear,2019
290819,Clear,2019
290820,Clear,2019
290821,Cloudy,2019
290822,Clear,2019
290823,Clear,2019
290824,Clear,2019
290825,Clear,2019
290826,Rain,2019
290827,Cloudy,2019
290828,Rain,2019
290829,Cloudy,2019
290830,Clear,2019
290831,Clear,2019
290832,Clear,2019
290833,Clear,2019
290835,Cloudy,2019
290836,Cloudy,2019
290837,Clear,2019
290839,Cloudy,2019
290840,Clear,2019
290841,Clear,2019
290842,Clear,2019
290843,Clear,2019
300001,Clear,2019
300002,Clear,2019
300003,Clear,2019
300004,Cloudy,2019
300005,Cloudy,2019
300006,Clear,2019
300007,Clear,2019
300008,Clear,2019
300009,Blowing Snow,2019
300010,Cloudy,2019
300011,Cloudy,2019
300012,Clear,2019
300013,Cloudy,2019
300014,Snow,2019
300015,Cloudy,2019
300016,Cloudy,2019
300017,Clear,2019
300018,Clear,2019
300019,Clear,2019
300020,Cloudy,2019
300021,Cloudy,2019
300022,Cloudy,2019
300023,Cloudy,2019
300024,Cloudy,2019
300025,Clear,2019
300026,Clear,2019
300027,Clear,2019
300028,Clear,2019
300029,Cloudy,2019
300030,Rain,2019
300031,Cloudy,2019
300032,Clear,2019
300033,Clear,2019
300034,Cloudy,2019
300035,Clear,2019
300036,Cloudy,2019
300037,Clear,2019
300038,Clear,2019
300039,Clear,2019
300040,Clear,2019
300041,Cloudy,2019
300042,Cloudy,2019
300043,Cloudy,2019
300044,Cloudy,2019
300045,Rain,2019
300046,Clear,2019
300047,Clear,2019
300048,Clear,2019
300049,Clear,2019
300050,Clear,2019
300051,Clear,2019
300052,Cloudy,2019
300053,Clear,2019
300054,Clear,2019
300055,Cloudy,2019
300056,Rain,2019
300057,Cloudy,2019
300058,Cloudy,2019
300059,Clear,2019
300060,Clear,2019
300061,Clear,2019
300062,Clear,2019
300063,Clear,2019
300064,Clear,2019
300065,Cloudy,2019
300066,Clear,2019
300067,Cloudy,2019
300068,Clear,2019
300069,Cloudy,2019
300070,Cloudy,2019
300071,Clear,2019
300072,Cloudy,2019
300073,Clear,2019
300074,Cloudy,2019
300075,Clear,2019
300076,Clear,2019
300077,Rain,2019
300078,Clear,2019
300079,Clear,2019
300080,Cloudy,2019
300081,Cloudy,2019
300082,Clear,2019
300083,Cloudy,2019
300084,Clear,2019
300085,Clear,2019
300086,Clear,2019
300087,Clear,2019
300088,Clear,2019
300089,Clear,2019
300090,Clear,2019
300091,Clear,2019
300092,Clear,2019
300093,Clear,2019
300094,Clear,2019
300095,Cloudy,2019
300096,Clear,2019
300097,Clear,2019
300098,Clear,2019
300099,Clear,2019
300100,Cloudy,2019
300101,Rain,2019
300102,Clear,2019
300103,Clear,2019
300104,Clear,2019
300105,Clear,2019
300106,Clear,2019
300107,Clear,2019
300108,Clear,2019
300109,Cloudy,2019
300110,Clear,2019
300111,Clear,2019
300112,Clear,2019
300113,Clear,2019
300114,Clear,2019
300115,Cloudy,2019
300116,Clear,2019
300117,Cloudy,2019
300118,Clear,2019
300119,Cloudy,2019
300120,Rain,2019
300121,Cloudy,2019
300122,Clear,2019
300123,Cloudy,2019
300124,Clear,2019
300125,Clear,2019
300126,"Fog, Smog, Smoke",2019
300127,Clear,2019
300128,Clear,2019
300129,Clear,2019
300130,Clear,2019
300131,Clear,2019
300132,Clear,2019
300133,Clear,2019
300134,Cloudy,2019
300135,Clear,2019
300136,Rain,2019
300137,Clear,2019
300138,Rain,2019
300139,Clear,2019
300140,Snow,2019
300141,Clear,2019
300142,Snow,2019
300143,Cloudy,2019
300144,Cloudy,2019
300145,Cloudy,2019
300146,Cloudy,2019
300147,Clear,2019
300148,Cloudy,2019
300149,Cloudy,2019
300150,Clear,2019
300151,Cloudy,2019
300152,Cloudy,2019
300153,Cloudy,2019
300154,Cloudy,2019
300155,Clear,2019
300156,Clear,2019
300157,Clear,2019
300158,Cloudy,2019
300159,Rain,2019
300160,Cloudy,2019
300161,Cloudy,2019
300162,Cloudy,2019
300163,Reported as Unknown,2019
300164,Clear,2019
300165,Cloudy,2019
300166,Clear,2019
310001,Clear,2019
310002,Clear,2019
310003,Clear,2019
310004,Clear,2019
310005,Cloudy,2019
310006,Clear,2019
310008,Sleet or Hail,2019
310009,Clear,2019
310010,Clear,2019
310011,Cloudy,2019
310012,Clear,2019
310013,Clear,2019
310014,Cloudy,2019
310015,Cloudy,2019
310016,Snow,2019
310017,Clear,2019
310018,Cloudy,2019
310019,Cloudy,2019
310020,Clear,2019
310021,Clear,2019
310022,Clear,2019
310023,Clear,2019
310024,Clear,2019
310025,Clear,2019
310026,Clear,2019
310027,Clear,2019
310028,"Fog, Smog, Smoke",2019
310029,Clear,2019
310030,Clear,2019
310031,Clear,2019
310032,Cloudy,2019
310033,Rain,2019
310034,Clear,2019
310035,Clear,2019
310036,Rain,2019
310037,Clear,2019
310038,Cloudy,2019
310039,Clear,2019
310040,Clear,2019
310041,Snow,2019
310042,Clear,2019
310043,Clear,2019
310044,Clear,2019
310045,Cloudy,2019
310046,Clear,2019
310047,Clear,2019
310048,Clear,2019
310049,Clear,2019
310050,Rain,2019
310051,Clear,2019
310052,Rain,2019
310053,Cloudy,2019
310054,Clear,2019
310055,Cloudy,2019
310056,Clear,2019
310057,Clear,2019
310058,Rain,2019
310059,Clear,2019
310060,Clear,2019
310061,Cloudy,2019
310062,Cloudy,2019
310063,Cloudy,2019
310064,Cloudy,2019
310065,Clear,2019
310066,Clear,2019
310067,Cloudy,2019
310068,Rain,2019
310069,Reported as Unknown,2019
310070,Clear,2019
310071,Cloudy,2019
310072,Cloudy,2019
310073,Clear,2019
310074,Cloudy,2019
310076,Clear,2019
310077,Clear,2019
310078,Clear,2019
310079,Clear,2019
310080,Clear,2019
310081,Clear,2019
310082,Clear,2019
310083,Clear,2019
310084,Rain,2019
310085,Clear,2019
310086,"Fog, Smog, Smoke",2019
310087,Sleet or Hail,2019
310088,Clear,2019
310089,Clear,2019
310090,Clear,2019
310091,Clear,2019
310092,Clear,2019
310093,Clear,2019
310094,Rain,2019
310095,Clear,2019
310096,Cloudy,2019
310097,Clear,2019
310098,Clear,2019
310099,Clear,2019
310100,Clear,2019
310101,Clear,2019
310102,Clear,2019
310103,Clear,2019
310104,Clear,2019
310105,Clear,2019
310106,"Fog, Smog, Smoke",2019
310107,Clear,2019
310108,Clear,2019
310109,Cloudy,2019
310110,Cloudy,2019
310111,Clear,2019
310112,Not Reported,2019
310113,Clear,2019
310114,Rain,2019
310115,Clear,2019
310116,Reported as Unknown,2019
310117,Clear,2019
310118,Clear,2019
310119,Clear,2019
310120,Clear,2019
310121,Clear,2019
310122,Clear,2019
310123,Cloudy,2019
310124,Rain,2019
310125,Clear,2019
310126,Clear,2019
310127,Cloudy,2019
310128,"Fog, Smog, Smoke",2019
310129,Cloudy,2019
310130,Clear,2019
310131,Clear,2019
310133,Clear,2019
310134,Clear,2019
310135,Clear,2019
310136,Clear,2019
310137,Clear,2019
310138,Cloudy,2019
310139,Clear,2019
310140,Cloudy,2019
310141,Clear,2019
310142,Clear,2019
310143,Cloudy,2019
310144,Clear,2019
310145,Clear,2019
310146,Clear,2019
310147,Clear,2019
310148,Clear,2019
310149,Clear,2019
310150,Clear,2019
310151,Clear,2019
310152,Clear,2019
310153,Clear,2019
310154,Clear,2019
310155,Cloudy,2019
310156,Clear,2019
310157,Clear,2019
310158,Cloudy,2019
310159,Snow,2019
310160,Rain,2019
310161,Clear,2019
310162,Clear,2019
310164,Clear,2019
310165,Clear,2019
310167,Clear,2019
310168,Clear,2019
310169,Cloudy,2019
310170,Clear,2019
310171,Clear,2019
310172,Clear,2019
310173,Cloudy,2019
310174,Clear,2019
310175,Clear,2019
310176,Clear,2019
310177,Rain,2019
310178,Clear,2019
310179,Clear,2019
310180,Cloudy,2019
310181,Clear,2019
310182,Clear,2019
310183,Clear,2019
310184,Clear,2019
310185,Clear,2019
310186,Clear,2019
310187,Snow,2019
310188,Clear,2019
310189,Clear,2019
310190,Clear,2019
310191,Cloudy,2019
310192,Clear,2019
310193,Clear,2019
310194,Clear,2019
310195,Clear,2019
310196,Sleet or Hail,2019
310197,Clear,2019
310198,Cloudy,2019
310199,Clear,2019
310200,Snow,2019
310201,Clear,2019
310202,Cloudy,2019
310203,Clear,2019
310204,Cloudy,2019
310205,Freezing Rain or Drizzle,2019
310206,Clear,2019
310207,Clear,2019
310208,Cloudy,2019
310209,Clear,2019
310210,Cloudy,2019
310211,Clear,2019
310212,Cloudy,2019
310213,Clear,2019
310214,Clear,2019
310215,Snow,2019
310216,Clear,2019
310217,Cloudy,2019
320001,Clear,2019
320002,Clear,2019
320003,Clear,2019
320004,Clear,2019
320005,Clear,2019
320006,Clear,2019
320007,Cloudy,2019
320008,Clear,2019
320009,Clear,2019
320010,Clear,2019
320012,Clear,2019
320013,Clear,2019
320014,Cloudy,2019
320015,"Fog, Smog, Smoke",2019
320016,Rain,2019
320017,Cloudy,2019
320018,Clear,2019
320019,Clear,2019
320020,Clear,2019
320021,Clear,2019
320022,Clear,2019
320023,Clear,2019
320024,Clear,2019
320025,Rain,2019
320026,Cloudy,2019
320027,Clear,2019
320028,Clear,2019
320029,Clear,2019
320030,Cloudy,2019
320031,Clear,2019
320032,Clear,2019
320033,Clear,2019
320034,Clear,2019
320035,Clear,2019
320036,Cloudy,2019
320037,Clear,2019
320038,Clear,2019
320039,Clear,2019
320040,Clear,2019
320041,Clear,2019
320042,Clear,2019
320043,Clear,2019
320044,Clear,2019
320045,Clear,2019
320046,Clear,2019
320047,Clear,2019
320048,Rain,2019
320049,Clear,2019
320050,Cloudy,2019
320051,Clear,2019
320052,Clear,2019
320053,Clear,2019
320054,Clear,2019
320055,Clear,2019
320056,Clear,2019
320057,Cloudy,2019
320058,Clear,2019
320059,Cloudy,2019
320060,Cloudy,2019
320061,Clear,2019
320062,Clear,2019
320063,Clear,2019
320064,Cloudy,2019
320065,Clear,2019
320066,Cloudy,2019
320067,Clear,2019
320068,Clear,2019
320069,Clear,2019
320070,Clear,2019
320071,Clear,2019
320072,Clear,2019
320073,Cloudy,2019
320074,Cloudy,2019
320075,Cloudy,2019
320076,Snow,2019
320077,Clear,2019
320078,Clear,2019
320079,Clear,2019
320080,Cloudy,2019
320081,Clear,2019
320082,Cloudy,2019
320083,Cloudy,2019
320084,Snow,2019
320085,Clear,2019
320086,Clear,2019
320087,Cloudy,2019
320088,Clear,2019
320089,Clear,2019
320090,Clear,2019
320091,Clear,2019
320092,Clear,2019
320093,Clear,2019
320094,Clear,2019
320095,Clear,2019
320096,Clear,2019
320097,Clear,2019
320098,Clear,2019
320099,Clear,2019
320100,Clear,2019
320101,Clear,2019
320102,Clear,2019
320103,Clear,2019
320104,Clear,2019
320105,Clear,2019
320106,Clear,2019
320107,Clear,2019
320108,Clear,2019
320109,Clear,2019
320110,Clear,2019
320111,Clear,2019
320112,Clear,2019
320113,Clear,2019
320114,Clear,2019
320115,Cloudy,2019
320116,Cloudy,2019
320117,Clear,2019
320118,Clear,2019
320119,Cloudy,2019
320120,Clear,2019
320121,Clear,2019
320122,Cloudy,2019
320123,Cloudy,2019
320124,Clear,2019
320125,Clear,2019
320126,Clear,2019
320127,Clear,2019
320128,Cloudy,2019
320129,Clear,2019
320130,Clear,2019
320131,Clear,2019
320132,Cloudy,2019
320133,Rain,2019
320134,Clear,2019
320135,Clear,2019
320136,Clear,2019
320137,Clear,2019
320138,Clear,2019
320139,Clear,2019
320140,Clear,2019
320141,Clear,2019
320142,Cloudy,2019
320143,Clear,2019
320144,Clear,2019
320145,Clear,2019
320146,Clear,2019
320147,Cloudy,2019
320148,Cloudy,2019
320149,Clear,2019
320150,Clear,2019
320151,Clear,2019
320152,Clear,2019
320153,Clear,2019
320154,Clear,2019
320155,Clear,2019
320156,Clear,2019
320157,Clear,2019
320158,Clear,2019
320160,Clear,2019
320161,Clear,2019
320162,Clear,2019
320163,Clear,2019
320164,Clear,2019
320165,Clear,2019
320166,Clear,2019
320167,Cloudy,2019
320168,Clear,2019
320169,Clear,2019
320170,Clear,2019
320171,Clear,2019
320172,Clear,2019
320173,Not Reported,2019
